frame_number,timestamp,pose_LEFT_SHOULDER_x,pose_LEFT_SHOULDER_y,pose_LEFT_SHOULDER_z,pose_LEFT_SHOULDER_visibility,pose_LEFT_ELBOW_x,pose_LEFT_ELBOW_y,pose_LEFT_ELBOW_z,pose_LEFT_ELBOW_visibility,pose_LEFT_WRIST_x,pose_LEFT_WRIST_y,pose_LEFT_WRIST_z,pose_LEFT_WRIST_visibility,pose_RIGHT_SHOULDER_x,pose_RIGHT_SHOULDER_y,pose_RIGHT_SHOULDER_z,pose_RIGHT_SHOULDER_visibility,pose_RIGHT_ELBOW_x,pose_RIGHT_ELBOW_y,pose_RIGHT_ELBOW_z,pose_RIGHT_ELBOW_visibility,pose_RIGHT_WRIST_x,pose_RIGHT_WRIST_y,pose_RIGHT_WRIST_z,pose_RIGHT_WRIST_visibility,hand_0_type,hand_1_type,hand_0_landmark_0_x,hand_1_landmark_0_x,hand_0_landmark_0_y,hand_1_landmark_0_y,hand_0_landmark_0_z,hand_1_landmark_0_z,hand_0_landmark_1_x,hand_1_landmark_1_x,hand_0_landmark_1_y,hand_1_landmark_1_y,hand_0_landmark_1_z,hand_1_landmark_1_z,hand_0_landmark_2_x,hand_1_landmark_2_x,hand_0_landmark_2_y,hand_1_landmark_2_y,hand_0_landmark_2_z,hand_1_landmark_2_z,hand_0_landmark_3_x,hand_1_landmark_3_x,hand_0_landmark_3_y,hand_1_landmark_3_y,hand_0_landmark_3_z,hand_1_landmark_3_z,hand_0_landmark_4_x,hand_1_landmark_4_x,hand_0_landmark_4_y,hand_1_landmark_4_y,hand_0_landmark_4_z,hand_1_landmark_4_z,hand_0_landmark_5_x,hand_1_landmark_5_x,hand_0_landmark_5_y,hand_1_landmark_5_y,hand_0_landmark_5_z,hand_1_landmark_5_z,hand_0_landmark_6_x,hand_1_landmark_6_x,hand_0_landmark_6_y,hand_1_landmark_6_y,hand_0_landmark_6_z,hand_1_landmark_6_z,hand_0_landmark_7_x,hand_1_landmark_7_x,hand_0_landmark_7_y,hand_1_landmark_7_y,hand_0_landmark_7_z,hand_1_landmark_7_z,hand_0_landmark_8_x,hand_1_landmark_8_x,hand_0_landmark_8_y,hand_1_landmark_8_y,hand_0_landmark_8_z,hand_1_landmark_8_z,hand_0_landmark_9_x,hand_1_landmark_9_x,hand_0_landmark_9_y,hand_1_landmark_9_y,hand_0_landmark_9_z,hand_1_landmark_9_z,hand_0_landmark_10_x,hand_1_landmark_10_x,hand_0_landmark_10_y,hand_1_landmark_10_y,hand_0_landmark_10_z,hand_1_landmark_10_z,hand_0_landmark_11_x,hand_1_landmark_11_x,hand_0_landmark_11_y,hand_1_landmark_11_y,hand_0_landmark_11_z,hand_1_landmark_11_z,hand_0_landmark_12_x,hand_1_landmark_12_x,hand_0_landmark_12_y,hand_1_landmark_12_y,hand_0_landmark_12_z,hand_1_landmark_12_z,hand_0_landmark_13_x,hand_1_landmark_13_x,hand_0_landmark_13_y,hand_1_landmark_13_y,hand_0_landmark_13_z,hand_1_landmark_13_z,hand_0_landmark_14_x,hand_1_landmark_14_x,hand_0_landmark_14_y,hand_1_landmark_14_y,hand_0_landmark_14_z,hand_1_landmark_14_z,hand_0_landmark_15_x,hand_1_landmark_15_x,hand_0_landmark_15_y,hand_1_landmark_15_y,hand_0_landmark_15_z,hand_1_landmark_15_z,hand_0_landmark_16_x,hand_1_landmark_16_x,hand_0_landmark_16_y,hand_1_landmark_16_y,hand_0_landmark_16_z,hand_1_landmark_16_z,hand_0_landmark_17_x,hand_1_landmark_17_x,hand_0_landmark_17_y,hand_1_landmark_17_y,hand_0_landmark_17_z,hand_1_landmark_17_z,hand_0_landmark_18_x,hand_1_landmark_18_x,hand_0_landmark_18_y,hand_1_landmark_18_y,hand_0_landmark_18_z,hand_1_landmark_18_z,hand_0_landmark_19_x,hand_1_landmark_19_x,hand_0_landmark_19_y,hand_1_landmark_19_y,hand_0_landmark_19_z,hand_1_landmark_19_z,hand_0_landmark_20_x,hand_1_landmark_20_x,hand_0_landmark_20_y,hand_1_landmark_20_y,hand_0_landmark_20_z,hand_1_landmark_20_z
0,1744310789.0723135,0.6282001733779907,1.0619986057281494,-0.16977499425411224,0.9695075750350952,0.7585263848304749,1.364844799041748,-0.3967494070529938,0.3757905066013336,0.7248539328575134,1.4960073232650757,-0.8784454464912415,0.35757872462272644,0.266994446516037,1.1366386413574219,-0.04166337102651596,0.9699583053588867,0.21464315056800842,1.4419869184494019,-0.18467892706394196,0.24631787836551666,0.2510386109352112,1.6075061559677124,-0.8046258687973022,0.2512783706188202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1744310789.2313087,0.6218761205673218,1.0592013597488403,-0.1258649080991745,0.9711936116218567,0.7547092437744141,1.359836459159851,-0.36068910360336304,0.3474254608154297,0.7250217199325562,1.4608705043792725,-0.8809100389480591,0.32669511437416077,0.26564836502075195,1.1314135789871216,-0.06698309630155563,0.972141444683075,0.20690365135669708,1.4415918588638306,-0.1977948248386383,0.25024113059043884,0.24140982329845428,1.594975233078003,-0.819435715675354,0.23458541929721832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1744310789.3375082,0.6245918273925781,1.112170696258545,-0.12978272140026093,0.9713969826698303,0.7573269605636597,1.3608450889587402,-0.3701323866844177,0.32120004296302795,0.7236450910568237,1.4285404682159424,-0.8997095227241516,0.30023685097694397,0.26378825306892395,1.1482062339782715,-0.09771387279033661,0.9735072255134583,0.20476862788200378,1.4505500793457031,-0.22369377315044403,0.2493419200181961,0.24089781939983368,1.606519341468811,-0.8405669927597046,0.21860761940479279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1744310789.4347603,0.6260743141174316,1.1290416717529297,-0.1631595492362976,0.9712219834327698,0.7482024431228638,1.3813955783843994,-0.37227290868759155,0.29759514331817627,0.7216208577156067,1.4683507680892944,-0.8773975372314453,0.27511149644851685,0.2588590681552887,1.146500825881958,-0.11029982566833496,0.9746036529541016,0.19763700664043427,1.447939157485962,-0.16359266638755798,0.24716410040855408,0.23248589038848877,1.624847173690796,-0.6864986419677734,0.20330505073070526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1744310789.5408528,0.624617874622345,1.1219723224639893,-0.149640753865242,0.9679715633392334,0.7319868206977844,1.3605588674545288,-0.3729992210865021,0.281870037317276,0.7044460773468018,1.3719838857650757,-0.8986221551895142,0.2554607093334198,0.25748562812805176,1.1376726627349854,-0.15255317091941833,0.9732656478881836,0.18075330555438995,1.3586474657058716,-0.30804529786109924,0.24843613803386688,0.2341930866241455,1.468643069267273,-0.8326231837272644,0.19167639315128326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1744310789.6189284,0.7144007086753845,1.0795341730117798,-0.3307672142982483,0.9373399019241333,0.7258473634719849,0.9489176273345947,-0.3745686113834381,0.2757456302642822,0.6350457072257996,0.8974227905273438,-0.03254113346338272,0.24783267080783844,0.41255220770835876,1.1358320713043213,-0.29730647802352905,0.9267105460166931,0.34443074464797974,1.126791000366211,-0.38627102971076965,0.24382370710372925,0.3958140015602112,0.9317482113838196,-0.3699260652065277,0.18616320192813873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1744310789.7232766,0.6958841681480408,0.9453920125961304,-0.08821091055870056,0.9327927231788635,0.7488476634025574,0.9216514229774475,-0.5472196340560913,0.29386231303215027,0.6104940176010132,0.78010493516922,-0.7205579876899719,0.2894706428050995,0.379328191280365,1.035034418106079,-0.22110800445079803,0.9094052910804749,0.4146140515804291,1.0688061714172363,-0.5853673219680786,0.23938924074172974,0.4795495569705963,0.7956259846687317,-0.6654210686683655,0.21155060827732086,Right,,0.7022322416305542,,0.8117551207542419,,-1.5007857712134864e-07,,0.6327587366104126,,0.8459264636039734,,-0.016380200162529945,,0.5498355031013489,,0.826269805431366,,-0.02251189947128296,,0.4923750162124634,,0.793121337890625,,-0.030662933364510536,,0.4422585368156433,,0.76272052526474,,-0.03772851452231407,,0.5154668688774109,,0.6902766823768616,,0.008799050934612751,,0.44640734791755676,,0.6561570763587952,,-0.01478801853954792,,0.3987797200679779,,0.6557713150978088,,-0.0399567112326622,,0.36151885986328125,,0.6674643158912659,,-0.05734572559595108,,0.5337992906570435,,0.6448720097541809,,0.0005289483815431595,,0.46521440148353577,,0.5984652638435364,,-0.0176000464707613,,0.4165261685848236,,0.5929120779037476,,-0.03969365358352661,,0.37551629543304443,,0.6006578803062439,,-0.05562703311443329,,0.5650973916053772,,0.612619161605835,,-0.013358628377318382,,0.501035749912262,,0.5569512844085693,,-0.032006461173295975,,0.4545523524284363,,0.5468852519989014,,-0.04730160906910896,,0.4128471314907074,,0.5525946021080017,,-0.05787506327033043,,0.6095463037490845,,0.5911434292793274,,-0.030035197734832764,,0.5691980123519897,,0.5317007899284363,,-0.04668433219194412,,0.5352621078491211,,0.5175111293792725,,-0.0553494468331337,,0.5023210644721985,,0.5201632976531982,,-0.060972947627305984,
7,1744310789.8476155,0.7231826782226562,0.8780868053436279,-0.25222712755203247,0.9393754601478577,0.9153783917427063,0.966941773891449,-0.8788350224494934,0.3530241847038269,0.6276177167892456,0.7274143695831299,-1.109274983406067,0.35855525732040405,0.35685205459594727,0.9866657853126526,-0.0302472822368145,0.9177947044372559,0.36558085680007935,1.1862846612930298,-0.10758769512176514,0.2310369461774826,0.35881346464157104,1.0696368217468262,-0.20851977169513702,0.2521668076515198,Right,,0.6952463388442993,,0.7324641942977905,,2.6350878101766284e-07,,0.6199920773506165,,0.7645082473754883,,-0.02125563658773899,,0.5412041544914246,,0.7490631937980652,,-0.03150470554828644,,0.48479071259498596,,0.7147191762924194,,-0.042258087545633316,,0.4340016841888428,,0.6851775050163269,,-0.052097953855991364,,0.5041240453720093,,0.6246678233146667,,-0.004483333323150873,,0.43619346618652344,,0.5884481072425842,,-0.028688695281744003,,0.39107686281204224,,0.5763580799102783,,-0.05170198157429695,,0.35005617141723633,,0.5705227851867676,,-0.06783802062273026,,0.5252799987792969,,0.5784531235694885,,-0.011006644926965237,,0.46193116903305054,,0.5155630111694336,,-0.02891879342496395,,0.41704729199409485,,0.4851888418197632,,-0.048271294683218,,0.3764127194881439,,0.46360325813293457,,-0.0627887025475502,,0.5579646825790405,,0.5491299629211426,,-0.022795118391513824,,0.5047431588172913,,0.4801363945007324,,-0.041086290031671524,,0.46439072489738464,,0.44678783416748047,,-0.05496278405189514,,0.42475610971450806,,0.4232475161552429,,-0.06560592353343964,,0.6026172041893005,,0.5327339768409729,,-0.03745869919657707,,0.5752894878387451,,0.46323996782302856,,-0.05306428298354149,,0.5512939691543579,,0.42589864134788513,,-0.05995970964431763,,0.5244450569152832,,0.40032458305358887,,-0.06505802273750305,
8,1744310789.9685156,0.7326323986053467,0.8850272297859192,-0.09567148238420486,0.9452497363090515,0.9379566311836243,0.9377961754798889,-0.6779992580413818,0.41214820742607117,0.6399193406105042,0.6446606516838074,-1.0246179103851318,0.4206354320049286,0.3503130376338959,1.0113743543624878,0.016026794910430908,0.9254570603370667,0.35990920662879944,1.3329921960830688,-0.14187128841876984,0.2222995012998581,0.2904576063156128,1.435232162475586,-0.4770510792732239,0.2584695816040039,Right,,0.6779916286468506,,0.6801885962486267,,3.4925793102047464e-07,,0.6044347882270813,,0.7098031640052795,,-0.020608393475413322,,0.5307191610336304,,0.6931365132331848,,-0.02608896791934967,,0.47456035017967224,,0.6594478487968445,,-0.03246075659990311,,0.42664358019828796,,0.6250277161598206,,-0.037732288241386414,,0.49947068095207214,,0.5796234607696533,,0.004425941966474056,,0.4351200461387634,,0.5449275970458984,,-0.012057197280228138,,0.3922950029373169,,0.5254479646682739,,-0.028671812266111374,,0.3540293574333191,,0.5067323446273804,,-0.041251104325056076,,0.517394483089447,,0.5302910208702087,,-0.000639857433270663,,0.4562976360321045,,0.46514618396759033,,-0.01365454588085413,,0.4146997332572937,,0.42700475454330444,,-0.028910521417856216,,0.3779789209365845,,0.39532387256622314,,-0.04013199359178543,,0.5457926392555237,,0.49670347571372986,,-0.01138501800596714,,0.49129819869995117,,0.4301970601081848,,-0.029202736914157867,,0.4543246328830719,,0.3921940326690674,,-0.04290907084941864,,0.41856276988983154,,0.36024612188339233,,-0.051927145570516586,,0.5834702849388123,,0.4723345637321472,,-0.024911649525165558,,0.5527313947677612,,0.3975994884967804,,-0.041443463414907455,,0.5313434600830078,,0.35171449184417725,,-0.04925551638007164,,0.5085956454277039,,0.3136868476867676,,-0.05421915277838707,
9,1744310790.081433,0.6985920071601868,0.9244126677513123,-0.13567490875720978,0.9506674408912659,0.9360855221748352,0.9230754971504211,-0.7803894281387329,0.4691695272922516,0.6326501369476318,0.6286433935165405,-1.0544943809509277,0.47741252183914185,0.30945223569869995,1.0175648927688599,0.04611613601446152,0.9323738217353821,0.23917336761951447,1.3784924745559692,-0.18901783227920532,0.22092507779598236,0.21541504561901093,1.4340076446533203,-0.6730358004570007,0.2735709547996521,Right,,0.6568302512168884,,0.65262770652771,,3.1855847737460863e-07,,0.5885686874389648,,0.6835319399833679,,-0.022647084668278694,,0.5182521939277649,,0.6701623201370239,,-0.02938246913254261,,0.46414440870285034,,0.6404082179069519,,-0.03589044511318207,,0.4162757396697998,,0.6172516345977783,,-0.04085768386721611,,0.486140638589859,,0.5622342824935913,,0.0001422975619789213,,0.42368125915527344,,0.5295298099517822,,-0.017093759030103683,,0.38325703144073486,,0.5105502605438232,,-0.033425502479076385,,0.34794414043426514,,0.49106866121292114,,-0.0453202947974205,,0.5048564076423645,,0.5105409622192383,,-0.0021725560072809458,,0.44623076915740967,,0.4534468650817871,,-0.014363830909132957,,0.4082786440849304,,0.4167601466178894,,-0.02659795433282852,,0.37540847063064575,,0.3840295672416687,,-0.035943061113357544,,0.5331541299819946,,0.47309425473213196,,-0.01018019299954176,,0.482368528842926,,0.4153071641921997,,-0.02573719434440136,,0.4500110149383545,,0.3811737298965454,,-0.03449181094765663,,0.4198181629180908,,0.35057032108306885,,-0.04011375457048416,,0.5695969462394714,,0.44486701488494873,,-0.021393558010458946,,0.540337324142456,,0.37979933619499207,,-0.03475137799978256,,0.5214084982872009,,0.3387770354747772,,-0.03900495544075966,,0.5022865533828735,,0.30324897170066833,,-0.041403334587812424,
